Model,Vintage,Area,Material,Series_Cells,Parallel_C-S,Isco,Voco,Impo,Vmpo,aIsc,aImp,C0,C1,BVoco,mBVoc,BVmpo,mBVmp,n,C2,C3,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,B5,d(Tc),fd,a,b,C4,C5,Ixo,Ixxo,C6,C7,Picture,Description
"AstroPower AP-8225","1997",0.974000,"Si-Film",36,1,5.737000,19.870000,5.180000,15.340000,0.000760,-0.000040,0.952000,0.048000,-0.092000,0.000000,-0.089000,0.000000,1.600000,0.090503,-7.540820,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.967000,0.033000,5.600000,3.600000,1.120000,-0.120000,,"Area = 0.974 m^2, (26.0"" x 58.1""). Weight = 11.9 kg (26.1 lb). Module with 36 large-area (240 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with installed bypass diodes, and conduit provisions."
"AstroPower APX-110-SL","2002 (E)",1.485000,"Si-Film",30,1,10.500000,16.000000,9.000000,12.200000,0.000873,0.000268,0.930000,0.070000,-0.081100,0.000000,-0.076700,0.000000,1.937000,-0.001158,-10.257670,0.933700,0.063800,-0.014606,0.001183,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.967000,0.033000,10.100000,6.080000,1.077000,-0.077000,,"Area = 1.485 m^2, (44.7"" x 51.4""). Weight = xx.x kg  (xx.x lb). Module with 30 large-area (435 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Frameless laminate, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with bypass diodes installed, and conduit provisions.  Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-110-SL","2002",1.485000,"Si-Film",30,1,10.360000,16.440000,8.840000,12.230000,0.000873,0.000268,0.930000,0.070000,-0.081100,0.000000,-0.076700,0.000000,1.937000,-0.001158,-10.257670,0.933700,0.063800,-0.014606,0.001183,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.967000,0.033000,9.970000,5.970000,1.077000,-0.077000,,"Area = 1.485 m^2, (44.7"" x 51.4""). Weight = xx.x kg  (xx.x lb). Module with 30 large-area (435 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Frameless laminate, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with bypass diodes installed, and conduit provisions.  Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-120","2001",1.720000,"Si-Film",36,1,9.180000,18.780000,7.840000,13.820000,0.000770,0.000180,0.980000,0.020000,-0.095000,0.000000,-0.089000,0.000000,1.820000,-0.044960,-9.602300,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.963000,0.037000,8.840000,5.210000,1.082000,-0.082000,,"Area = 1.72 m^2, (34.5"" x 77.2""). Weight = 20.9 kg  (46.0 lb). Module with 36 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions.  Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C"
"AstroPower APX-120","2002 (E)",1.720000,"Si-Film",36,1,9.700000,18.900000,8.100000,14.800000,0.000790,0.000030,0.924000,0.076000,-0.091000,0.000000,-0.088000,0.000000,1.820000,-0.044960,-9.602300,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.963000,0.037000,9.240000,5.330000,1.082000,-0.082000,,"Area = 1.72 m^2, (34.5"" x 77.2""). Weight = 20.9  kg (46.0 lb). Module with 36 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two  bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-130","2001",1.720000,"Si-Film",36,1,9.750000,19.410000,8.440000,14.420000,0.000790,0.000030,0.924000,0.076000,-0.091000,0.000000,-0.088000,0.000000,1.820000,-0.044960,-9.602300,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.963000,0.037000,9.420000,5.670000,1.082000,-0.082000,,"Area = 1.72 m^2, (34.5"" x 77.2""). Weight = 20.9  kg (46.0 lb). Module with 36 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-130","2002 (E)",1.720000,"Si-Film",36,1,9.900000,19.100000,8.500000,15.300000,0.000790,0.000030,0.924000,0.076000,-0.091000,0.000000,-0.088000,0.000000,1.820000,-0.044960,-9.602300,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.963000,0.037000,9.540000,5.600000,1.082000,-0.082000,,"Area = 1.72 m^2, (34.5"" x 77.2""). Weight = 20.9  kg (46.0 lb). Module with 36 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-140","2002 (E)",1.720000,"Si-Film",36,1,10.100000,19.400000,8.900000,15.700000,0.000790,0.000030,0.924000,0.076000,-0.091000,0.000000,-0.088000,0.000000,1.820000,-0.044960,-9.602300,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.963000,0.037000,9.910000,5.840000,1.082000,-0.082000,,"Area = 1.72 m^2, (34.5"" x 77.2""). Weight = 20.9  kg (46.0 lb). Module with 36 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-40","2002 (E)",0.657000,"Si-Film",39,1,3.000000,20.300000,2.500000,16.000000,0.000552,0.000216,0.951000,0.049000,-0.098000,0.000000,-0.093000,0.000000,1.851000,0.379570,-6.549200,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.992000,0.008000,2.820000,1.700000,1.032000,-0.032000,,"Area = 0.657 m^2, (26.0"" x 39.1""). Weight = 8.5 kg (18.8 lb). Module with 39 large-area (140 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 5 A.  NOCT = 45 C"
"AstroPower APX-45","2001",0.657000,"Si-Film",39,1,3.310000,21.140000,2.840000,16.470000,0.000552,0.000216,0.951000,0.049000,-0.098000,0.000000,-0.093000,0.000000,1.851000,0.379570,-6.549200,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.992000,0.008000,3.100000,2.000000,1.032000,-0.032000,,"Area = 0.657 m^2, (26.0"" x 39.1""). Weight = 8.5 kg (18.8 lb). Module with 39 large-area (140 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 5 A.  NOCT = 45 C."
"AstroPower APX-45","2002 (E)",0.657000,"Si-Film",39,1,3.300000,20.500000,2.700000,16.700000,0.000552,0.000216,0.951000,0.049000,-0.098000,0.000000,-0.093000,0.000000,1.851000,0.379570,-6.549200,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.992000,0.008000,3.160000,1.700000,1.032000,-0.032000,,"Area = 0.657 m^2, (26.0"" x 39.1""). Weight = 8.5 kg (18.8 lb). Module with 39 large-area (140 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 5 A.  NOCT = 45 C."
"AstroPower APX-45","1999 (E)",0.566000,"Si-Film",40,1,2.900000,21.900000,2.600000,17.300000,0.000760,0.000030,0.952000,0.048000,-0.096000,0.000000,-0.094000,0.000000,1.600000,0.090503,-7.540820,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.967000,0.033000,2.860000,1.750000,1.120000,-0.120000,,"Area = 0.566 m^2, (26.0"" x 33.8""). Weight = 7.5 kg (16.6 lb). Module with 40  (120 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with installed bypass diodes, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 5 A.  NOCT = 45 C."
"AstroPower APX-50","2002 (E)",0.657000,"Si-Film",39,1,3.400000,20.700000,3.000000,16.800000,0.000552,0.000216,0.951000,0.049000,-0.098000,0.000000,-0.093000,0.000000,1.851000,0.379570,-6.549200,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.992000,0.008000,3.380000,1.900000,1.032000,-0.032000,,"Area = 0.657 m^2, (26.0"" x 39.1""). Weight = 8.5 kg (18.8 lb). Module with 39 large-area (140 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 5 A.  NOCT = 45 C."
"AstroPower APX-65","2001",0.955000,"Si-Film",39,1,4.710000,20.220000,4.110000,15.270000,0.000820,0.000270,0.948000,0.052000,-0.107000,0.000000,-0.097000,0.000000,1.780000,0.204140,-6.682600,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.970000,0.030000,4.540000,2.790000,1.069000,-0.069000,,"Area = 0.955 m^2, (26.0"" x56.9""). Weight = 12.2 kg (27.0 lb). Module with 39 large-area (215 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 8 A.  NOCT = 45 C"
"AstroPower APX-65","2002 (E)",0.955000,"Si-Film",39,1,4.700000,20.500000,4.000000,16.300000,0.000820,0.000270,0.948000,0.052000,-0.107000,0.000000,-0.097000,0.000000,1.780000,0.204140,-6.682600,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.970000,0.030000,4.500000,2.640000,1.069000,-0.069000,,"Area = 0.955 m^2, (26.0"" x56.9""). Weight = 12.2 kg (27.0 lb). Module with 39 large-area (215 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 8 A.  NOCT = 45 C."
"AstroPower APX-75","2002 (E)",0.955000,"Si-Film",39,1,4.800000,21.000000,4.400000,17.000000,0.000820,0.000270,0.948000,0.052000,-0.107000,0.000000,-0.097000,0.000000,1.780000,0.204140,-6.682600,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.970000,0.030000,4.680000,2.990000,1.069000,-0.069000,,"Area = 0.955 m^2, (26.0"" x56.9""). Weight = 12.2 kg (27.0 lb). Module with 39 large-area (215 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 8 A.  NOCT = 45 C."
"AstroPower APX-75-SC","2002 (E)",1.012000,"Si-Film",21,1,9.700000,11.000000,8.600000,8.700000,0.000820,0.000270,0.948000,0.052000,-0.057000,0.000000,-0.052000,0.000000,1.780000,0.204140,-6.682600,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.970000,0.030000,9.520000,5.680000,1.069000,-0.069000,,"Area = 1.012 m^2, (26.0"" x 60.3""). Weight = 12.9 kg (28.5 lb). Module with 21 large-area (440 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with two bypass diodes installed, and conduit provisions. Max array voltage = 600 Vdc.  Max fuse = 15 A.  NOCT = 45 C."
"AstroPower APX-90","1999 (E)",1.078000,"Si-Film",40,1,5.800000,21.900000,5.200000,17.300000,0.000760,0.000030,0.952000,0.048000,-0.096000,0.000000,-0.094000,0.000000,1.600000,0.090503,-7.540820,0.928000,0.073144,-0.019427,0.001751,-0.000051,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.967000,0.033000,5.710000,3.550000,1.120000,-0.120000,,"Area = 1.078 m^2, (26.0"" x 64.3""). Weight = 13.7 kg (30.2 lb). Module with 40 large-area (240 cm^2) Silicon-Film polycrystalline silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with installed bypass diodes, and conduit provisions."
"BP Solar BP2140S","2000 (E)",1.260000,"c-Si",72,1,4.480000,42.800000,4.160000,34.000000,0.000400,-0.000500,0.991000,0.009000,-0.170000,0.000000,-0.170000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.410000,3.000000,1.105000,-0.105000,,"Area = 1.26 m^2, (31.1"" x 62.8""). Weight = 20.5 kg (45 lb). Module with 72 (145 cm^2)  crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant, MultiContact (quick connect) wiring."
"BP Solar BP2150S","2000 (E)",1.260000,"c-Si",72,1,4.750000,42.800000,4.450000,34.000000,0.000400,-0.000500,0.991000,0.009000,-0.170000,0.000000,-0.170000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.710000,3.200000,1.105000,-0.105000,,"Area = 1.26 m^2, (31.1"" x 62.8""). Weight = 20.5 kg (45 lb). Module with 72 (145 cm^2)  crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant, MultiContact (quick connect) wiring"
"BP Solar BP270","2000 (E)",0.630000,"c-Si",36,1,4.480000,21.400000,4.160000,17.000000,0.000400,-0.000500,0.991000,0.009000,-0.085000,0.000000,-0.085000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.400000,3.020000,1.105000,-0.105000,,"Area = 0.630 m^2, (20.9"" x 46.8""). Weight = 7.5 kg (16.5 lb). Module with 36 (145 cm^2)  crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant."
"BP Solar BP275","2000 (E)",0.630000,"c-Si",36,1,4.750000,21.400000,4.450000,17.000000,0.000400,-0.000500,0.991000,0.009000,-0.085000,0.000000,-0.085000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.700000,3.220000,1.105000,-0.105000,,"Area = 0.630 m^2, (20.9"" x 46.8""). Weight = 7.5 kg (16.5 lb). Module with 36 (145 cm^2)  crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant."
"BP Solar BP5130","2000 (E)",1.090000,"c-Si",60,1,4.800000,36.300000,4.500000,29.800000,0.000080,-0.000500,0.991000,0.009000,-0.156000,0.000000,-0.158000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.760000,3.220000,1.105000,-0.105000,,"Area = 1.09 m^2, (31.7"" x 53.1""). Weight = 13.0 kg (28.6 lb). Module with 60 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Unframed laminate, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA, MultiContact (quick connect) wiring."
"BP Solar BP580","2002 (E)",0.646000,"c-Si",36,1,4.700000,22.000000,4.440000,18.000000,0.000470,-0.000080,0.996000,0.004000,-0.088000,0.000000,-0.092000,0.000000,1.241000,0.406380,-3.981770,0.943900,0.052256,-0.011388,0.000869,-0.000022,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,4.650000,3.300000,1.097000,-0.097000,,"Area = 0.646 m^2, (21.1"" x 47.4""). Weight = 7.7 kg (17.0 lb). Module with 36 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, quick-connect cables or two types of junction box,  module laminated with EVA encapsulant.  Max system voltage = 600 V, max series fuse = 15 to 20 A, NOCT = 47C."
"BP Solar BP580","2000 (E)",0.630000,"c-Si",36,1,4.700000,22.000000,4.440000,18.000000,0.000080,-0.000500,0.991000,0.009000,-0.094000,0.000000,-0.095000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.670000,3.210000,1.105000,-0.105000,,"Area = 0.630 m^2, (20.9"" x 46.8""). Weight = 7.5 kg (16.5 lb). Module with 36 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant."
"BP Solar BP585","2001",0.631000,"c-Si",36,1,4.967000,22.180000,4.703000,18.350000,0.000470,-0.000080,0.996000,0.004000,-0.088000,0.000000,-0.092000,0.000000,1.241000,0.406380,-3.981770,0.943900,0.052256,-0.011388,0.000869,-0.000022,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.490000,-0.087000,0.991000,0.009000,4.950000,3.450000,1.097000,-0.097000,,"Area = 0.631 m^2, (20.9"" x 46.8""). Weight = 7.5 kg (16.5 lb). Module with 36 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, quick-connect cables or two types of junction box,  module laminated with EVA encapsulant.  Max system voltage = 600 V, max series fuse = 15 to 20 A, NOCT = 47C"
"BP Solar BP585","2002 (E)",0.646000,"c-Si",36,1,5.000000,22.100000,4.720000,18.000000,0.000470,-0.000080,0.996000,0.004000,-0.088000,0.000000,-0.092000,0.000000,1.241000,0.406380,-3.981770,0.943900,0.052256,-0.011388,0.000869,-0.000022,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,4.950000,3.500000,1.097000,-0.097000,,"Area = 0.646 m^2, (21.1"" x 47.4""). Weight = 7.7 kg (17.0 lb). Module with 36 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, quick-connect cables or two types of junction box,  module laminated with EVA encapsulant.  Max system voltage = 600 V, max series fuse = 15 to 20 A, NOCT = 47C."
"BP Solar BP585","2000 (E)",0.630000,"c-Si",36,1,5.000000,22.000000,4.700000,18.000000,0.000080,-0.000500,0.991000,0.009000,-0.094000,0.000000,-0.095000,0.000000,1.380000,0.091575,-8.793590,0.940800,0.054204,-0.011043,0.000809,-0.000021,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993000,0.007000,4.950000,3.400000,1.105000,-0.105000,,"Area = 0.630 m^2, (20.9"" x 46.8""). Weight = 7.5 kg (16.5 lb). Module with 36 (145 cm^2) laser-grooved buried-grid crystalline  silicon cells connected in series. Available with or without anodized aluminum frame, tempered glass front sheet, trilayer TPT backsheet, module laminated with EVA encapsulant."
"BP Solar BP980","2001 (E)",0.945000,"CdTe",57,1,3.000000,45.200000,2.480000,32.300000,0.000350,0.000330,0.963000,0.037000,-0.152000,0.000000,-0.125000,0.000000,2.200000,0.047080,-5.919990,0.959500,0.043190,-0.012002,0.000663,-0.000010,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,0.983000,0.017000,2.780000,1.740000,1.090000,-0.090000,,"Area = 0.945 m^2, (24.0"" x 61.0"").  Weight = 15.1 kg (33.3 lb). Thin-film module with BP Apollo technology, cadmium telluride (CdTe) cells, 57 150-cm^2 cells in series.  Frameless laminate,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Pigtail leads from potted block with quick-connect terminations.  Also available with bronze-anodized frame."
"BP Solar BP990","2001 (E)",0.945000,"CdTe",57,1,3.030000,46.400000,2.590000,34.800000,0.000350,0.000330,0.963000,0.037000,-0.152000,0.000000,-0.125000,0.000000,2.200000,0.047080,-5.919990,0.959500,0.043190,-0.012002,0.000663,-0.000010,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,0.983000,0.017000,2.840000,1.890000,1.090000,-0.090000,,"Area = 0.945 m^2, (24.0"" x 61.0"").  Weight = 15.1 kg (33.3 lb). Thin-film module with BP Apollo technology, cadmium telluride (CdTe) cells, 57 150-cm^2 cells in series.  Frameless laminate,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Pigtail leads from potted block with quick-connect terminations.  Also available with bronze-anodized frame."
"Entech 22X Concentrator","1994",3.180000,"c-Si",37,1,22.720000,24.600000,21.440000,20.170000,0.000590,0.000011,1.019600,-0.019600,-0.072900,0.000000,-0.078800,0.000000,0.819000,-1.083730,-41.458100,0.935000,0.065570,-0.017012,0.001543,-0.000046,1.000000,-0.106460,0.489490,-0.610290,0.000000,0.000000,13.000000,0.000000,-3.226000,-0.130400,0.994700,0.005300,22.620000,16.100000,1.131600,-0.131600,,"Large area = 3.18 m^2, (34"" x 144""). Weight = 100 kg (220 lb). Module has 37 (39 cm^2) crystalline silicon concentrator cells connected in a series string.  Acrylic Fresnel lens provides optical concentration, metal housing, aluminum heat sink for cells, fully encapsulated cells with prismatic cell covers.  Angle-of-incidence dependence given is for ""roll"" error. Module is much less sensitive to ""tilt"" error, reduction is 0.90 at 10 degree tilt error"
"EPV-40","1998",0.791000,"2-a-Si",38,1,1.162800,60.959000,0.900000,44.800000,0.000594,0.001080,1.041500,-0.041500,-0.195700,0.000000,-0.149000,0.000000,3.048000,-0.075505,-3.947360,0.967500,0.063099,-0.033681,0.003141,-0.000092,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,1.023300,-0.023300,1.055000,0.630000,1.095600,-0.095600,,"Area = 0.791 m^2,  (25"" x 49"").  Weight = 13.2 kg (29 lb). Thin-film module with tandem junction amorphous silicon (p-i-n/p-i-n) monolithically-integrated cells.  Frameless module,  with two sheets of low-iron annealed float glass laminated with EVA encapsulant. Electrical connection via 12-gauge pigtails from sealed boot.  Bypass diode located inside sealed boot.  Series fuse rating is 2 A."
"First Solar FS-50","2000",0.720000,"CdTe",116,1,0.975000,89.450000,0.748000,60.570000,0.000630,0.002040,1.073000,-0.073000,-0.214000,0.000000,-0.092000,0.000000,1.300000,-1.250000,-18.544000,0.919600,0.071640,-0.013380,0.000961,-0.000025,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,1.051000,-0.051000,0.897000,0.497000,1.155000,-0.155000,,"Area = 0.720 m^2, (23.6"" x 47.2"").  Weight = 11.4 kg  (25 lb). Thin-film module with cadmium telluride (CdTe) cells, 116 cells connected in series.  Framless laminate,  with two sheets of low-iron glass laminated with EVA encapsulant.  No junction box, Multi-Contact quick connect pigtail wiring terminations. No bypass diodes.   Maximum system voltage is 600 V."
"First Solar FS-50","2001 (E)",0.720000,"CdTe",116,1,1.000000,90.000000,0.770000,65.000000,0.000650,0.002200,1.073000,-0.073000,-0.220000,0.000000,-0.098000,0.000000,1.300000,-1.250000,-18.544000,0.919600,0.071640,-0.013380,0.000961,-0.000025,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,1.051000,-0.051000,0.925000,0.535000,1.155000,-0.155000,,"Area = 0.720 m^2, (23.6"" x 47.2"").  Weight = 11.4 kg  (25 lb). Thin-film module with cadmium telluride (CdTe) cells, 116 cells connected in series.  Framless laminate,  with two sheets of low-iron glass laminated with EVA encapsulant.  No junction box, Multi-Contact quick connect pigtail wiring terminations. No bypass diodes.   Maximum system voltage is 600 V."
